Name,Id,Bar,Total,Date,Time
Timothy,12957,The Silver Dollar Saloon,29.28,1/8/2017,8:42:38
Rex,13080,The Bloated Float Inn,27.08,1/8/2017,2:06:55
Angeline,13218,The Kit Kat Klub,19.64,1/8/2017,23:22:44
Bert,13503,The Railway Arms,3.62,1/8/2017,2:07:09
Annalise,13860,O'Malley's Bar,43.62,1/8/2017,1:28:10
Cailyn,15399,Lucky Lockup,47.85,1/8/2017,13:54:36
Kiley,15493,LUX,32.05,1/8/2017,22:19:51
Tia,15967,The Eolian,33.97,1/8/2017,3:48:55
Rayne,17036,The Brass Lantern,34.92,1/8/2017,19:14:23
Melody,17083,The Ballroom,7.91,1/8/2017,0:13:48
Priscilla,17623,The Oblivion Bar,43.84,1/8/2017,0:53:41
Hyrum,19596,Salieri's Bar,27.74,1/8/2017,0:37:37
Armani,24199,Mancini's Family Restaurant,43.64,1/8/2017,2:33:13
Soloman,25346,The Buck's Head Inn,22.61,1/8/2017,19:50:14
Tamara,25878,The Peach Pit,25.75,1/8/2017,0:18:23
Cameron,26438,Rovers Return Inn,18.63,1/8/2017,18:33:47
Aiyana,26969,The Drunken Huntsman,31.21,1/8/2017,0:48:48
Kara,26973,The Globe and Anchor,13.07,1/8/2017,21:07:09
Megan,27408,John McRory's Place,11.99,1/8/2017,16:45:08
Eliana,28824,Palace Saloon,42.16,1/8/2017,19:18:24
Van,29738,Bob's Country Bunker,15.64,1/8/2017,1:31:47
Chaya,29791,The Grind & Jolt Cafe,7.27,1/8/2017,19:20:07
Alto,29971,The Moon Under Water,7.11,1/8/2017,0:17:38
Reagan,30331,Maxwell's Nightclub,10.88,1/8/2017,16:23:35
Andrew,32495,"The Hand & Racquet, East Cheam",30.62,1/8/2017,15:59:18
Sanford,32610,Jack Rabbit Slim's,5.13,1/8/2017,18:04:47
Joslyn,33070,The Hand of Glory,26.32,1/8/2017,18:02:04
Laura,33320,Joe's,29.06,1/8/2017,19:00:04
Dayton,33407,Samoan Joe's,33.11,1/8/2017,1:24:15
Paige,33672,Milk Club,8.74,1/8/2017,19:23:36
Alexus,33817,Frostfruit Inn,21.64,1/8/2017,23:47:35
Katlyn,33829,The Sole Regret,24.87,1/8/2017,23:48:18
Destini,35652,The Admiral Benbow Inn,23.45,1/8/2017,21:27:40
Claire,36100,The Bloated Float Inn,11.92,1/8/2017,1:58:36
Kyra,36635,Broome's,44.13,1/8/2017,0:12:15
Skyla,36657,The Orange Tree,22.25,1/8/2017,0:25:00
Primus,36934,The Leaky Cauldron,35.7,1/8/2017,4:45:01
Edgar,37100,Puzzles,17.89,1/8/2017,0:32:03
Miles,37570,Eden Hall,9.35,1/8/2017,0:49:56
Kaylah,39338,The Winchester Tavern,36.38,1/8/2017,0:04:49
Princess,41127,MacLaren's Pub,25.17,1/8/2017,0:53:50
Danika,42334,SaxonwoldShebeen,33.36,1/8/2017,19:54:10
Ezra,43282,Tavern of Time,13.36,1/8/2017,2:29:52
Emmitt,43923,The Maidenhead,15.99,1/8/2017,0:40:29
Michaela,44031,The Tall Ship,7.28,1/8/2017,1:40:03
Ciara,44944,The Winchester Tavern,46.86,1/8/2017,23:21:24
Anastacio,44993,Night Spot,36.22,1/8/2017,21:03:27
Algie,579,Rick's Café Américain,4.06,1/9/2017,14:50:42
Denver,2029,Friendsy's,40.52,1/9/2017,16:43:14
Pablo,3701,Essence,3.72,1/9/2017,21:08:53
Halle,4083,The Railway Arms,4.21,1/9/2017,2:08:00
Frederic,4303,The Tropicana,3.34,1/9/2017,0:50:19
Christina,4905,Korova Milk Bar,33.02,1/9/2017,1:43:15
Emilie,5320,The Shakespeare,33.32,1/9/2017,23:25:17
Larkin,5710,Paddy's Pub,14.93,1/9/2017,0:26:30
Charlee,7238,Salty Sailor Tavern,30.05,1/9/2017,16:38:05
Brooklynn,8715,Seagrass,17.27,1/9/2017,1:19:46
Gilbert,9077,Copa,5.01,1/9/2017,3:51:12
Andy,11656,"The Hand & Racquet, East Cheam",34.72,1/9/2017,0:33:30
Chesley,11929,The Earl Of Osbourne,35.72,1/9/2017,20:20:58
Alanna,13293,Grilby's,37.34,1/9/2017,0:33:57
Steve,15469,O'Malley's,7.65,1/9/2017,15:29:33
Cherish,16955,Free the Paedos,35.69,1/9/2017,15:32:17
Kaya,17370,Brady Pub,22.16,1/9/2017,0:56:26
Wallace,17859,The Silent Woman,6.59,1/9/2017,22:34:26
Dixie,20176,Trees Lounge,7.61,1/9/2017,0:42:46
Estefani,20736,The Admiral Benbow Inn,25.66,1/9/2017,0:29:30
Yaritza,21963,Snakehole Lounge,21.15,1/9/2017,20:42:48
Jamie,22386,Essence,49.27,1/9/2017,11:51:38
Megan,22896,Gus's Galaxy Grill,15.08,1/9/2017,17:29:45
Roland,23599,Rolliver's Inn,32.89,1/9/2017,23:48:13
Cheyenne,24140,P3,33.53,1/9/2017,15:29:40
Tamia,24201,Wonder Bar,13.57,1/9/2017,0:33:33
Arch,25088,Noah's Bar,11.23,1/9/2017,1:53:24
Hartwell,25858,World's End Tavern,26.42,1/9/2017,23:25:05
Addison,28872,Friendsy's,39.73,1/9/2017,0:51:29
Bradford,30399,Cafe Rene,5.45,1/9/2017,1:50:03
Glenn,30631,Snakehole Lounge,22.06,1/9/2017,0:31:52
Clem,30967,"The Hand & Racquet, East Cheam",25.14,1/9/2017,0:20:39
Aryana,31457,Rosie's Bar,29.11,1/9/2017,0:50:41
Marlene,31761,The Sole Regret,4.56,1/9/2017,0:20:41
Asa,34591,The Old Pink Dog,7.75,1/9/2017,1:29:58
Lucian,36554,John McRory's Place,26.57,1/9/2017,0:59:36
Aurthur,37956,Rosie's Bar,1.29,1/9/2017,23:17:20
Toni,39911,Rolliver's Inn,15.82,1/9/2017,1:59:20
Alisha,41320,Mr. Pubbs,36.38,1/9/2017,19:58:07
Knox,41523,Dal Riata,33.66,1/9/2017,0:23:25
Augusta,41801,Four Shields Tavern,40.52,1/9/2017,19:29:02
Liberty,43330,Free the Paedos,43.53,1/9/2017,0:36:15
Rylee,44524,Rolliver's Inn,23.92,1/9/2017,0:29:03
Alice,158,Dal Riata,40.48,1/10/2017,0:44:06
David,808,The Woolpack,6.6,1/10/2017,23:20:52
Colleen,1432,Cooper's,4.09,1/10/2017,17:19:22
Mylee,1552,The Hanged Man,16.58,1/10/2017,22:22:23
Regan,2850,Bodarks Bus Stop Restaurant,33.65,1/10/2017,1:01:12
Greta,3305,Founding Fathers,26.48,1/10/2017,20:25:59
Florence,4202,St. Elmo's Bar,19.71,1/10/2017,0:39:14
Reed,4393,Fangtasia,27.92,1/10/2017,19:09:30
Thornton,4976,The Woolpack,32.33,1/10/2017,2:18:00
Santiago,5996,Cafe Rene,5.78,1/10/2017,15:15:18
Johana,6161,The Iron Horse,21.02,1/10/2017,0:36:44
Damon,7439,The Tropicana,33.42,1/10/2017,14:31:12
Aileen,7878,The Pig and Whistle,19.35,1/10/2017,11:55:49
Maritza,10598,P3,36.14,1/10/2017,21:29:38
Scarlet,11341,The Drunken Clam,19.87,1/10/2017,0:15:37
Maggie,12143,The Crazy Cock,33.98,1/10/2017,21:05:04
Guadalupe,12300,Free the Paedos,5.83,1/10/2017,20:57:19
Lacy,12620,Dagmar,27.05,1/10/2017,13:28:38
Kailee,13930,Old Prospector Saloon,30.86,1/10/2017,19:45:05
Oliver,14110,Dagmar,31.35,1/10/2017,20:36:01
Araceli,14711,Dino's Bar and Grill,21.28,1/10/2017,21:23:53
Brielle,14782,The Lion and Unicorn,14.69,1/10/2017,16:17:47
Reese,14837,Copacabana,3.51,1/10/2017,0:50:09
Elonzo,15123,Four Shields Tavern,4.85,1/10/2017,0:30:55
Mckenzie,15690,Charlie's,28.22,1/10/2017,16:42:39
Presley,18755,The Leaky Cauldron,9.84,1/10/2017,23:21:16
Don,18883,Grilby's,43.75,1/10/2017,1:38:20
Benjamine,20593,Gus's Galaxy Grill,23.78,1/10/2017,1:37:48
Cass,24153,Founding Fathers,4.8,1/10/2017,16:10:38
Maleah,25041,Broken Keel Tavern,46.09,1/10/2017,4:41:44
Sylvia,26104,Mancini's Family Restaurant,3.65,1/10/2017,23:26:51
Santiago,26458,McAnally's,18.04,1/10/2017,0:19:49
Rolla,26534,Deville,15.34,1/10/2017,0:21:47
Newton,27296,The Snug,35.72,1/10/2017,20:35:49
Yasmin,28826,The Drunken Huntsman,8.16,1/10/2017,3:06:20
Esperanza,30295,The Aidensfield Arms,18.98,1/10/2017,0:59:45
Maude,30412,Cockatoo Inn,16.84,1/10/2017,0:07:33
Carson,30756,The Winchester Tavern,10.36,1/10/2017,14:42:28
Rafe,31801,Dagmar,42.26,1/10/2017,14:53:08
Cristina,32539,Old Prospector Saloon,27.55,1/10/2017,0:08:35
Abigayle,32739,Cohan's,38.43,1/10/2017,2:30:11
Dayami,33596,Sandbox,13.42,1/10/2017,17:39:07
Columbus,34492,Noah's Bar,35.46,1/10/2017,2:04:02
Nylah,34558,Four Shields Tavern,7.51,1/10/2017,0:54:18
Angela,34648,Vardi's,7.23,1/10/2017,0:26:20
Carolyn,35761,The Grind & Jolt Cafe,29.66,1/10/2017,19:06:39
Wright,36582,Playaz Club,10.48,1/10/2017,12:42:38
Kali,37326,Frostfruit Inn,14.74,1/10/2017,0:55:33
Millard,39662,Poor Richard's,35.53,1/10/2017,21:16:16
Orrie,41668,The Last Chance Saloon,35.12,1/10/2017,0:37:10
Nicholas,42501,Y Deri Arms,13.22,1/10/2017,0:53:39
Lum,43883,Jack's Crocodile Bar,22.11,1/10/2017,21:12:59
Carol,44758,The Bloated Float Inn,9.32,1/10/2017,19:57:25
Molly,44806,Brady Pub,28.99,1/10/2017,14:00:58
Christiana,647,Dagmar,49.05,1/11/2017,17:15:51
Burr,803,The Lion and Unicorn,37.35,1/11/2017,15:45:11
Mannie,1355,De Rossi's Wine Bar,32.54,1/11/2017,2:38:48
Allyssa,1603,Windpeak Inn,42.84,1/11/2017,12:20:45
Mareli,2138,The Bannered Mare,24.36,1/11/2017,17:38:36
Coley,3460,Dexter Lake Club,17.12,1/11/2017,17:53:24
Cliff,3789,The Moon Under Water,15,1/11/2017,0:10:21
Harper,6633,Puzzles,7.69,1/11/2017,23:14:34
Paulina,7283,The Silent Woman,4.1,1/11/2017,22:12:33
Kianna,8292,Underworld Tavern,49.4,1/11/2017,0:39:43
Rose,9722,Maccadam's Old Oil House,8.93,1/11/2017,3:26:06
Yaritza,10355,Copa,45.89,1/11/2017,2:26:01
Lindsay,10454,Four Shields Tavern,10.94,1/11/2017,0:39:18
James,10850,The Frozen Hearth,32.42,1/11/2017,18:44:45
Wendell,11118,The Feed Bag,14.63,1/11/2017,2:07:11
Lilly,13465,The Winking Skeever,31.59,1/11/2017,0:52:37
Tayler,14732,Charlie's,15.24,1/11/2017,23:17:36
Marissa,15396,The Learned Goat,29.3,1/11/2017,2:33:40
Newton,15769,The Railway Arms,9.09,1/11/2017,20:34:51
Sloane,16137,The Bronze,32.1,1/11/2017,20:45:10
Sanaa,16464,Underworld Tavern,10.91,1/11/2017,1:24:11
Joselin,17197,The Drunken Huntsman,12.17,1/11/2017,1:08:24
Ralph,17447,Pedro McKinnon,17.83,1/11/2017,0:54:26
Alma,19316,The Bull,39.3,1/11/2017,0:14:32
Brad,19517,Samoan Joe's,7.86,1/11/2017,0:09:32
Ryann,20619,Mos Eisley Cantina,30.35,1/11/2017,0:00:37
Cali,21019,Corrado Italian Bistro,40.25,1/11/2017,16:47:13
Emile,21094,Boobies,15.66,1/11/2017,15:03:19
Frida,21146,The Malt Shovel,37.88,1/11/2017,0:33:23
Creed,21490,Y Deri Arms,14.18,1/11/2017,21:20:37
Sam,21498,The Rusty Anchor,12.12,1/11/2017,20:52:35
Brittany,22032,The Winking Skeever,8.67,1/11/2017,0:19:53
Charles,22058,Rovers Return Inn,7.62,1/11/2017,12:47:06
Montgomery,23155,The Cat & Fiddle,27.56,1/11/2017,19:54:10
Esmeralda,23316,The Drunken Huntsman,35.02,1/11/2017,0:24:25
Francisco,23560,O'Malley's,10.28,1/11/2017,23:18:39
Allyssa,24014,Copa,19.34,1/11/2017,10:41:44
Cloyd,24314,Corrado Italian Bistro,26.64,1/11/2017,2:36:15
Talmage,24480,The Thorax Bar,5.75,1/11/2017,13:12:52
Essence,26176,The King and Queen Tavern,11.95,1/11/2017,22:22:58
Kaylee,28246,Cafe Rene,6.37,1/11/2017,23:57:13
Gina,28626,The Silver Dollar Saloon,24.2,1/11/2017,11:02:02
Emmy,28756,The Drunken Huntsman,11.57,1/11/2017,16:01:52
Edgar,29047,Mama Chow's Fine Dining,25.88,1/11/2017,18:49:52
Katie,29955,Fortune Casino,40.94,1/11/2017,22:10:13
Keely,29972,Corrado Italian Bistro,29.63,1/11/2017,1:13:19
Reese,32491,The Duke Of Burgundy,16.69,1/11/2017,1:40:04
Orville,32652,Jack's Crocodile Bar,25.64,1/11/2017,0:57:24
Albertus,33048,The Railway Arms,13.54,1/11/2017,19:17:54
Hubbard,33203,The Brass Lantern,41.88,1/11/2017,18:03:40
Joselyn,34118,The Cap & Bell,6.93,1/11/2017,20:13:54
Elisa,35079,"The Hand & Racquet, East Cheam",28.86,1/11/2017,0:43:46
Micah,35228,The Moonrakers,25.85,1/11/2017,0:05:22
Faith,35890,Porky's,40.94,1/11/2017,1:48:47
Almon,36135,The Duke Of Burgundy,42.6,1/11/2017,1:29:15
Prosper,36180,The Learned Goat,23.83,1/11/2017,1:20:10
Ashtyn,37991,Tabard,38.2,1/11/2017,16:42:40
Serenity,38280,The Drowned Trout,21.14,1/11/2017,9:46:20
Marisol,38541,Joe's,32.33,1/11/2017,22:45:54
Wilmer,39974,The Prancing Pony,37.56,1/11/2017,2:43:10
Jakayla,40027,Boobies,36.46,1/11/2017,2:13:14
Griffin,41474,The Kit Kat Klub,29.86,1/11/2017,0:15:18
Lily,41899,Broken Keel Tavern,27.67,1/11/2017,1:34:07
Delaney,43165,The Old Haunt,5.26,1/11/2017,20:57:50
Sarah,127,Pedro McKinnon,11.25,1/12/2017,0:18:34
Henry,796,Snakehole Lounge,14.97,1/12/2017,0:48:11
Janet,917,The Yellow Flag,8.55,1/12/2017,0:14:26
Jaylyn,1419,Rosie's Bar,10.33,1/12/2017,0:49:56
Eldridge,2767,The Feathers,33.13,1/12/2017,2:55:05
Zion,2926,Torchy's,8.98,1/12/2017,18:46:11
Ashley,3410,Shooters,27.79,1/12/2017,15:07:12
Elaina,4386,The Broken Stool,11.24,1/12/2017,23:24:47
Roderick,5131,The Broken Drum/The Mended Drum,16.79,1/12/2017,2:09:11
Alize,5142,The Ballroom,19.65,1/12/2017,0:09:13
Daisy,6739,Tavern of Time,10.55,1/12/2017,19:02:57
Kathy,7785,Border Watch Inn,22.5,1/12/2017,23:22:32
Mara,8011,Duke's Pub,9.49,1/12/2017,10:49:45
Alexandra,9526,The King and Queen Tavern,7.77,1/12/2017,15:41:40
Sarah,9586,Kelcy's,35.45,1/12/2017,22:03:14
Perry,10250,Snakehole Lounge,18.55,1/12/2017,0:03:11
Quincy,11097,Quark's,15.48,1/12/2017,0:36:19
Rubin,13440,Porky's,31.72,1/12/2017,1:36:32
Ashton,13530,The Lion and Unicorn,11.96,1/12/2017,0:48:47
Haylee,14783,Porky's,13.93,1/12/2017,0:59:42
Orley,15050,The Lion and Unicorn,3.69,1/12/2017,14:27:42
Hosea,15495,Border Watch Inn,47.19,1/12/2017,21:14:46
Julious,16708,Wonder Bar,5.5,1/12/2017,19:59:47
Archie,17476,Mad Dog Saloon,14.04,1/12/2017,17:08:57
Eve,17696,Cooper's,16.5,1/12/2017,0:36:35
Livia,18281,Jack Rabbit Slim's,35.51,1/12/2017,0:22:22
Jayleen,18323,The Cat & Fiddle,12.38,1/12/2017,4:29:10
Lillianna,18856,Dino's Bar and Grill,5.58,1/12/2017,2:24:51
Gwendolyn,19302,Bob's Country Bunker,7.15,1/12/2017,12:25:07
Macey,19384,The Boom Boom Room,24.44,1/12/2017,0:32:44
Aurora,20422,The Mucky Duck,30.05,1/12/2017,0:56:23
Lucious,20893,Bunnys,37.84,1/12/2017,1:16:50
Isom,21207,Low Point,4.59,1/12/2017,17:11:19
Denver,22097,The Bloated Float Inn,29.03,1/12/2017,2:24:00
Justus,22435,Sandbox,29.96,1/12/2017,23:17:23
Destiney,22644,The Plot and Plaster,28.06,1/12/2017,0:17:55
Aleah,23417,Sandbox,20.24,1/12/2017,2:14:17
Aliya,24531,The Silent Woman,5.27,1/12/2017,16:24:13
Dave,24620,Wandin Valley RSL,22.17,1/12/2017,19:47:14
Ethel,25422,The Cat & Fiddle,36.58,1/12/2017,4:35:41
Octave,25768,Cohan's,3.9,1/12/2017,19:44:51
Esmeralda,25857,The Pig and Whistle,40.94,1/12/2017,0:07:52
Hailee,25982,Friendsy's,24.99,1/12/2017,10:06:46
Curt,26077,Silver,13.18,1/12/2017,9:58:17
Luke,26387,World's End Tavern,4.59,1/12/2017,18:10:38
Noelia,27165,Copacabana,8.88,1/12/2017,18:09:59
Talmage,27776,P3,13.11,1/12/2017,19:25:14
Ashanti,28396,Jack's Crocodile Bar,34.4,1/12/2017,21:45:12
Serenity,30738,Cocktails and Dreams,12.56,1/12/2017,18:49:07
Sol,30954,The Buck's Head Inn,10.86,1/12/2017,22:12:50
Doctor,31771,The Hand of Glory,6.75,1/12/2017,20:21:17
Hayley,32042,Shooters,28.44,1/12/2017,23:56:18
Abel,32185,The Oak and Crosier,10.84,1/12/2017,10:45:34
Sherlyn,33607,The Bamboo Lounge,26.76,1/12/2017,10:22:06
Jaida,35463,The Pie Hole,31.92,1/12/2017,11:37:03
Mollie,38662,Broome's,18.3,1/12/2017,23:53:54
Tommy,38857,The Lion and Unicorn,31.97,1/12/2017,0:46:40
Candido,40155,The Buck's Head Inn,20.67,1/12/2017,3:36:34
Herman,40873,The Plot and Plaster,8.26,1/12/2017,20:38:00
Matt,41406,Deville,9.79,1/12/2017,22:25:03
Guss,41455,Dagmar,46.84,1/12/2017,19:53:33
Lillie,42137,The Kit Kat Klub,26.72,1/12/2017,16:36:37
Loyd,42439,Shooters,31.57,1/12/2017,0:29:41
Cullen,42898,Rolliver's Inn,41.4,1/12/2017,17:58:33
Orlo,43392,The Lion and Unicorn,33.93,1/12/2017,0:21:16
Tania,43561,The Snug,39.98,1/12/2017,17:38:37
Lawyer,770,Snakehole Lounge,40.33,1/13/2017,0:35:10
Olin,2718,The Lion and Unicorn,11.54,1/13/2017,22:19:21
Ali,2971,The Peach Pit,16.32,1/13/2017,13:55:33
Juluis,3472,Maxwell's Nightclub,28.47,1/13/2017,0:11:37
Claus,4927,The Cap & Bell,6.19,1/13/2017,22:34:12
Wilber,6487,The Malt Shovel,33.93,1/13/2017,17:24:53
Hermann,7215,Broken Keel Tavern,26,1/13/2017,13:10:59
Carolyn,7435,Fangtasia,4.3,1/13/2017,3:08:53
Zoey,7689,MacLaren's Pub,4.36,1/13/2017,23:31:06
Harvie,7772,The Bannered Mare,28.87,1/13/2017,14:34:54
Kaila,8642,The Iron Horse,4.21,1/13/2017,0:03:16
Irene,8914,Lusty Leopard,23.56,1/13/2017,1:43:22
Bernie,10023,Puzzles,23.14,1/13/2017,0:23:10
Elaina,10188,The Prancing Pony,21.67,1/13/2017,20:18:00
Elias,12952,The Armada Room,24.54,1/13/2017,18:09:26
Brianna,13587,The Oak and Crosier,4.34,1/13/2017,1:58:35
Lara,13618,Puzzles,35.32,1/13/2017,0:20:04
Eric,14319,The Pie Hole,3.74,1/13/2017,2:18:12
Nathaly,14363,MacLaren's Pub,10.14,1/13/2017,0:27:48
Destinee,14618,The Broken Stool,24.31,1/13/2017,0:55:36
Lucius,16074,Noah's Bar,28.82,1/13/2017,0:03:43
Dayami,17870,Daddy Crab Leg's Crab Shack,37.88,1/13/2017,19:37:05
Skyler,18265,The Count's Arms,25.95,1/13/2017,0:31:41
Layla,19075,Copacabana,17.41,1/13/2017,1:55:12
Kylie,19781,P3,10.41,1/13/2017,16:57:13
Livia,20188,Korova Milk Bar,21.26,1/13/2017,17:48:52
Toney,20942,Founding Fathers,5.93,1/13/2017,12:55:00
Marcellus,23222,The Hanged Man,39.53,1/13/2017,20:52:06
Jazmyn,24594,The Iron Horse,5.16,1/13/2017,0:57:14
Ulysses,24677,Bunnys,25.47,1/13/2017,1:22:42
Lawson,25197,Cooper's,13.53,1/13/2017,21:38:38
Adelbert,26275,Rolliver's Inn,14.12,1/13/2017,0:35:25
Paulina,26927,St. Elmo's Bar,37.24,1/13/2017,1:28:36
Otis,26979,The Ballroom,37.36,1/13/2017,19:08:37
Gorge,26998,Seagrass,26.36,1/13/2017,1:54:37
Andrea,27391,Romanoff's,6.69,1/13/2017,21:49:44
Lonie,27419,Torchy's,3.72,1/13/2017,0:08:37
Mercedes,28030,Underworld Tavern,5.16,1/13/2017,1:37:37
Kiera,28713,Silver,50.18,1/13/2017,22:39:54
Dahlia,28757,McAnally's,39.02,1/13/2017,1:04:49
Allison,28882,Dal Riata,24.34,1/13/2017,0:21:28
Emit,30596,The Place,38.78,1/13/2017,14:40:46
Knute,30643,LUX,16.66,1/13/2017,19:29:12
Ransom,30845,Rovers Return Inn,21.55,1/13/2017,15:41:27
Haven,31290,Rolliver's Inn,14.24,1/13/2017,1:50:14
Kenzie,31410,Mama Chow's Fine Dining,45.69,1/13/2017,1:18:08
Edith,31539,Quark's,3.63,1/13/2017,0:58:06
Alisha,31689,Dugout Inn,43.23,1/13/2017,22:11:17
Gisselle,31856,The Admiral Benbow Inn,4.18,1/13/2017,19:44:24
Miguel,32483,Cockatoo Inn,30.69,1/13/2017,20:05:42
Isidore,32749,The Rose & Crown,36.46,1/13/2017,21:30:21
Julissa,33336,Milk Club,8.76,1/13/2017,1:28:34
Norris,33405,The Admiral Benbow Inn,8.3,1/13/2017,16:16:29
Cristina,34561,Boobies,10.99,1/13/2017,0:01:45
Rachael,35173,The Learned Goat,41.91,1/13/2017,19:09:08
Jazlyn,36002,Boobies,10.31,1/13/2017,0:54:23
Finis,36454,Elfsong Tavern,3.81,1/13/2017,3:02:24
Clare,36733,The Ballroom,48.08,1/13/2017,0:05:42
Otho,37036,The Old Haunt,4.49,1/13/2017,19:14:11
Deborah,37171,The Brass Lantern,15.07,1/13/2017,0:57:58
Ellison,37812,Cooper's,17.06,1/13/2017,17:23:47
Chas,38883,The Pilgrim's Rest,12.03,1/13/2017,1:37:27
Dwight,40632,Talon Bar,36.69,1/13/2017,0:30:49
Waverly,41015,The Feed Bag,6.06,1/13/2017,1:17:10
Amaya,43215,The Plot and Plaster,47.76,1/13/2017,18:48:06
Fatima,44147,The Spotted Dog,25.73,1/13/2017,0:25:13
Gia,68,﻿Ace of Clubs,24,1/14/2017,13:51:35
Katelyn,1870,Rowlf's Tavern,34.37,1/14/2017,16:14:51
Smith,2110,The Drunken Clam,30.46,1/14/2017,9:24:05
Almon,2964,Talon Bar,9.38,1/14/2017,0:03:45
Marlee,3103,The Oblivion Bar,32.16,1/14/2017,0:49:44
Allisson,3335,Lusty Leopard,23.54,1/14/2017,2:27:24
Juan,3777,St. Elmo's Bar,23.55,1/14/2017,12:29:00
Felipe,3924,Rowlf's Tavern,26.42,1/14/2017,1:01:14
Lyla,4241,Talon Bar,26.81,1/14/2017,22:45:53
Herbert,4254,Levy's,5.86,1/14/2017,0:58:52
Susan,5055,Electric Psychedelic Pussycat Swingers Club,17.01,1/14/2017,2:44:02
Don,5339,McAnally's,28.73,1/14/2017,0:42:49
Dayanara,5391,Maccadam's Old Oil House,27.59,1/14/2017,16:48:24
Mariah,5509,Romanoff's,28.8,1/14/2017,21:11:10
Obed,6064,The Grind & Jolt Cafe,13.94,1/14/2017,21:43:10
Harris,6179,The Rose & Crown,9.89,1/14/2017,0:44:38
Ellen,7176,Tavern of Time,26.69,1/14/2017,0:25:38
Ansley,8969,Poor Richard's,6.93,1/14/2017,18:17:54
Justine,8989,Puzzles,5.97,1/14/2017,0:46:38
Aisha,9690,Seagrass,18.97,1/14/2017,19:41:36
Cap,9800,The Orange Tree,4.91,1/14/2017,0:46:25
Lue,10577,Gallow's End Tavern,17.19,1/14/2017,2:39:23
Reyna,10720,Snakehole Lounge,23.1,1/14/2017,0:00:15
Newell,11644,The Railway Arms,18.35,1/14/2017,14:41:58
Jacob,11873,Frostfruit Inn,20.17,1/14/2017,7:28:48
Elliana,11961,The Woolpack,10.67,1/14/2017,21:37:02
Lou,11984,The Old Pink Dog,14.27,1/14/2017,18:57:36
Tillman,12419,Salieri's Bar,13.92,1/14/2017,12:41:49
Daniella,12453,The Cap & Bell,35,1/14/2017,0:30:01
Winfield,13276,The Plot and Plaster,5.37,1/14/2017,0:19:11
Desirae,15237,Cafe Rene,15.33,1/14/2017,19:48:12
Parley,17708,Mos Eisley Cantina,22.14,1/14/2017,23:08:02
Alyssa,17789,Rick's Café Américain,14.63,1/14/2017,0:56:51
Bertrand,19264,Wurstbraterei,7.77,1/14/2017,19:46:54
Malaya,19376,Four Shields Tavern,25.22,1/14/2017,0:29:10
Elder,19549,Dugout Inn,6.83,1/14/2017,22:45:29
Reed,19726,Candlehearth Hall,19.38,1/14/2017,3:48:39
Marcellus,19938,The Tall Ship,12.27,1/14/2017,21:33:06
Dillard,20451,Kennedy's,9.8,1/14/2017,16:28:24
Diya,22025,The Sole Regret,28.02,1/14/2017,16:55:08
Phoebe,22605,The Drunken Huntsman,23.45,1/14/2017,1:08:42
Leia,24333,Braidwood Inn,14.58,1/14/2017,20:17:21
Mila,24600,Lucky Lockup,11.12,1/14/2017,21:30:59
Claude,24845,Founding Fathers,6.63,1/14/2017,2:54:19
Alex,25022,The Grind & Jolt Cafe,27.12,1/14/2017,22:10:05
Haylie,25585,The Thorax Bar,24.08,1/14/2017,0:12:30
Gillian,26261,The Ballroom,21.65,1/14/2017,13:39:58
Zara,26995,Milliway's,11.2,1/14/2017,19:59:03
Louis,27168,Roulette,6.38,1/14/2017,0:28:44
Kyra,27424,The Shakespeare,11.65,1/14/2017,19:56:56
Sadie,27457,Maccadam's Old Oil House,33.56,1/14/2017,14:54:40
Kaitlin,28735,Low Point,14.56,1/14/2017,3:50:44
Edson,29236,The Count's Arms,41.36,1/14/2017,13:48:05
Bailee,30454,Fangtasia,12.08,1/14/2017,2:19:29
Godfrey,30684,Deville,20.33,1/14/2017,17:42:57
Delia,30789,The Elephant,32.25,1/14/2017,19:14:47
Orren,31878,Tavern of Time,36.62,1/14/2017,19:06:26
Paige,34413,The Lamb & Flag,41.62,1/14/2017,0:15:58
Katlyn,35435,The Thorax Bar,6.94,1/14/2017,23:54:05
Jordin,35483,The Pig and Whistle,4.6,1/14/2017,11:15:21
Gabrielle,35708,Joe's,9.56,1/14/2017,18:20:06
Merritt,38130,P3,29.87,1/14/2017,16:55:56
Eva,39133,Palace Saloon,9.8,1/14/2017,22:00:25
Melody,39520,The Leaky Cauldron,15.44,1/14/2017,4:57:51
Paola,39764,﻿Ace of Clubs,12.47,1/14/2017,23:51:17
Clint,41486,The Duke Of Burgundy,38.71,1/14/2017,14:46:36
Jada,41831,The Broken Drum/The Mended Drum,7.21,1/14/2017,2:31:10
Ayanna,43325,The Oblivion Bar,38.97,1/14/2017,0:47:03
Gloria,43430,The Rose & Crown,25.6,1/14/2017,0:12:47
Valentina,44397,The Orange Tree,21.72,1/14/2017,23:40:58
Nathalia,44850,Frostfruit Inn,34.43,1/14/2017,22:13:16
Theodore,2861,The Cap & Bell,12.23,1/15/2017,1:09:33
Hope,4747,The Drunken Huntsman,12.49,1/15/2017,20:42:16
Golden,7296,Boobies,33.71,1/15/2017,2:29:36
Alice,8825,Bodarks Bus Stop Restaurant,36.13,1/15/2017,1:48:27
